player_id,transfer_date,transfer_season,from_club_id,to_club_id,from_club_name,to_club_name,transfer_fee,market_value_in_eur,player_name
371371,2026-06-30,25/26,237,12,RCD Mallorca,Roma,0.000,4000000.000,Marash Kumbulla
371861,2026-06-30,25/26,2118,172,Wisla Plock,R Charleroi SC,0.000,700000.000,Zan Rogelj
372445,2026-06-30,25/26,45457,865,Pafos,Midtjylland,0.000,2500000.000,Dani Silva
372711,2026-06-30,25/26,6890,244,Basaksehir,Marseille,0.000,5000000.000,Amine Harit
373916,2026-06-30,25/26,371,189,Celtic,Boca Juniors,0.000,2000000.000,Marcelo Saracchi
375667,2026-06-30,25/26,1186,1083,Torpedo Moscow,Rostov,0.000,2000000.000,Daniil Utkin
377042,2026-06-30,25/26,1390,6195,Cagliari,Napoli,0.000,6000000.000,Michael Folorunsho
377641,2026-06-30,25/26,276,114,Hellas Verona,Besiktas,0.000,7000000.000,Moatasem Al-Musrati
377720,2026-06-30,25/26,235,1304,RKC Waalwijk,Heracles Almelo,0.000,450000.000,Daniël van Kaam
378316,2026-06-30,25/26,385,468,Fortuna Sittard,Sparta R.,0.000,800000.000,Lance Duijvestijn
380919,2026-06-30,25/26,2832,669,Gaziantep FK,Partizan,0.000,1200000.000,Nihad Mujakic
381349,2026-06-30,25/26,1434,468,Telstar,Sparta R.,0.000,500000.000,Nökkvi Thórisson
381469,2026-06-30,25/26,234,931,Feyenoord,Fulham,0.000,1000000.000,Steven Benda
381714,2026-06-30,25/26,932,232,Loko Moscow,Spartak Moscow,0.000,5000000.000,Danil Prutsev
385394,2026-06-30,25/26,1390,1047,Cagliari,Como,0.000,7000000.000,Alberto Dossena
386047,2026-06-30,25/26,379,631,West Ham,Chelsea,0.000,15000000.000,Axel Disasi
386455,2026-06-30,25/26,1005,430,Lecce,Fiorentina,0.000,3500000.000,Riccardo Sottil
387105,2026-06-30,25/26,1091,234,PAOK,Feyenoord,0.000,3000000.000,Luka Ivanušec
387191,2026-06-30,25/26,157,62,KAA Gent,Slavia Praha,0.000,1200000.000,Daiki Hashioka
388220,2026-06-30,25/26,65,317,Greuther Fürth,FC Twente,0.000,1300000.000,Sayfallah Ltaief
388363,2026-06-30,25/26,10,167,Arm. Bielefeld,Augsburg,0.000,1500000.000,Maximilian Bauer
390125,2026-06-30,25/26,3385,1091,Panserraikos,PAOK,0.000,800000.000,Lefteris Lyratzis
391065,2026-06-30,25/26,244,989,Marseille,Bournemouth,0.000,15000000.000,Hamed Traoré
392085,2026-06-30,25/26,410,141,Udinese,Galatasaray,0.000,13000000.000,Nicolò Zaniolo
392538,2026-06-30,25/26,1025,5,Bologna,AC Milan,0.000,9000000.000,Tommaso Pobega
392767,2026-06-30,25/26,290,720,AJ Auxerre,Porto,0.000,5000000.000,Danny Namaso
392770,2026-06-30,25/26,543,244,Wolves,Marseille,0.000,12000000.000,Angel Gomes
392881,2026-06-30,25/26,749,3522,FC Empoli,Spezia Calcio,0.000,900000.000,Antonio Candela
393217,2026-06-30,25/26,44006,589,Bodrum FK,Antalyaspor,0.000,275000.000,Mert Yılmaz
393321,2026-06-30,25/26,35,40058,St. Pauli,New York City,0.000,5000000.000,James Sands
393581,2026-06-30,25/26,4294,2423,Farense,Santa Clara,0.000,500000.000,Bruno Almeida
395122,2026-06-30,25/26,2497,4941,Real Oviedo,León,0.000,3000000.000,Santiago Colombatto
395234,2026-06-30,25/26,368,449,Sevilla FC,Trabzonspor,0.000,10000000.000,Batista Mendy
396638,2026-06-30,25/26,430,148,Fiorentina,Tottenham,0.000,9000000.000,Manor Solomon
397225,2026-06-30,25/26,410,6195,Udinese,Napoli,0.000,5000000.000,Alessandro Zanoli
398163,2026-06-30,25/26,1531,419,Elche CF,Dinamo Zagreb,0.000,1800000.000,Gonzalo Villar
398808,2026-06-30,25/26,605,16795,Aris Saloniki,Granada CF,0.000,1200000.000,Martin Hongla
400489,2026-06-30,25/26,6195,23826,Napoli,Leipzig,0.000,14000000.000,Eljif Elmas
400680,2026-06-30,25/26,172,347,R Charleroi SC,FC Metz,0.000,1500000.000,Kevin Van Den Kerkhof
401173,2026-06-30,25/26,405,985,Aston Villa,Man Utd,0.000,20000000.000,Jadon Sancho
401197,2026-06-30,25/26,75381,2293,Sebat Gençlik,Konyaspor,0.000,50000.000,Ahmet Daş
401356,2026-06-30,25/26,36,379,Fenerbahçe,West Ham,0.000,18000000.000,Edson Álvarez
401598,2026-06-30,25/26,2727,452,OH Leuven,Young Boys,0.000,3000000.000,Lukasz Lakomy
401706,2026-06-30,25/26,2698,41231,Rubin Kazan,FK Sochi,0.000,1800000.000,Ignacio Saavedra
401922,2026-06-30,25/26,931,5,Fulham,AC Milan,0.000,15000000.000,Samuel Chukwueze
402010,2026-06-30,25/26,820,2410,Genclerbirligi,CSKA Moscow,0.000,3000000.000,Sékou Koïta
404912,2026-06-30,25/26,11127,49702,Ural,Pari NN,0.000,350000.000,Vladislav Karapuzov
405385,2026-06-30,25/26,86,180,Werder Bremen,Southampton,0.000,7500000.000,Yukinari Sugawara
405399,2026-06-30,25/26,2832,449,Gaziantep FK,Trabzonspor,0.000,2500000.000,Denis Drăguș
405670,2026-06-30,25/26,18,1047,Mönchengladbach,Como,0.000,6000000.000,Yannik Engelhardt
405686,2026-06-30,25/26,738,1421,Le Havre AC,Stade Reims,0.000,1800000.000,Reda Khadra
405687,2026-06-30,25/26,3,39,1.FC Köln,Mainz,0.000,4500000.000,Tom Krauß
405892,2026-06-30,25/26,1304,317,Heracles Almelo,FC Twente,0.000,800000.000,Alec Van Hoorenbeeck
407098,2026-06-30,25/26,3,82,1.FC Köln,Wolfsburg,0.000,12000000.000,Jakub Kaminski
407491,2026-06-30,25/26,3060,1091,Atromitos,PAOK,0.000,700000.000,Luka Gugeshashvili
407745,2026-06-30,25/26,42,371,Hannover 96,Celtic,0.000,2000000.000,Maik Nawrocki
409344,2026-06-30,25/26,4172,234,Pisa,Feyenoord,0.000,6000000.000,Calvin Stengs
410158,2026-06-30,25/26,10484,36,Kasimpasa,Fenerbahçe,0.000,2500000.000,Rodrigo Becão
412649,2026-06-30,25/26,4097,1047,Catanzaro,Como,0.000,800000.000,Tommaso Cassandro
412937,2026-06-30,25/26,468,1132,Sparta R.,Burnley,0.000,1500000.000,Shurandy Sambo
412943,2026-06-30,25/26,1435,22,Go Ahead Eagles,Derby,0.000,900000.000,Kenzo Goudmijn
412954,2026-06-30,25/26,1283,370,FC Emmen,Aberdeen FC,0.000,300000.000,Vicente Besuijen
414908,2026-06-30,25/26,10004,543,Paris FC,Wolves,0.000,12000000.000,Marshall Munetsi
415383,2026-06-30,25/26,1420,826,Angers SCO,Lens,0.000,3000000.000,Hervé Koffi
416660,2026-06-30,25/26,317,234,FC Twente,Feyenoord,0.000,6000000.000,Ramiz Zerrouki
417346,2026-06-30,25/26,430,399,Fiorentina,Leeds,0.000,10000000.000,Jack Harrison
418553,2026-06-30,25/26,38,603,F. Düsseldorf,Cardiff,0.000,2500000.000,Jesper Daland
419061,2026-06-30,25/26,84122,338,Epicentr,Dynamo Kyiv,0.000,400000.000,Vladyslav Supryaga
419067,2026-06-30,25/26,347,338,FC Metz,Dynamo Kyiv,0.000,2500000.000,Giorgi Tsitaishvili
419648,2026-06-30,25/26,3709,197,Getafe,Sparta Prague,0.000,4500000.000,Veljko Birmancevic
420210,2026-06-30,25/26,289,23826,Sunderland,Leipzig,0.000,20000000.000,Lutsharel Geertruida
422281,2026-06-30,25/26,62,449,Slavia Praha,Trabzonspor,0.000,5000000.000,Muhammed Cham
422466,2026-06-30,25/26,265,1244,Panathinaikos,CD Leganés,0.000,2000000.000,Javi Hernández
422951,2026-06-30,25/26,276,141,Hellas Verona,Galatasaray,0.000,7500000.000,Victor Nelsson
424881,2026-06-30,25/26,2425,703,Rio Ave,Nott'm Forest,0.000,2000000.000,Omar Richards
425918,2026-06-30,25/26,720,11,Porto,Arsenal,0.000,27000000.000,Jakub Kiwior
427446,2026-06-30,25/26,1241,4772,Livingston FC,NK Olimpija,0.000,600000.000,Alex Tamm
427568,2026-06-30,25/26,762,180,Newcastle,Southampton,0.000,12000000.000,Aaron Ramsdale
428996,2026-06-30,25/26,62534,96207,North District,Fluminense U23,0.000,,Samuel Granada
430280,2026-06-30,25/26,130,607,Parma,Venezia,0.000,7000000.000,Hans Nicolussi Caviglia
430488,2026-06-30,25/26,71985,279,Akron Tolyatti,Ferencváros,0.000,1800000.000,Edgar Sevikyan
432982,2026-06-30,25/26,124,82,Rangers,Wolfsburg,0.000,8000000.000,Andreas Skov Olsen
433105,2026-06-30,25/26,820,126,Genclerbirligi,C. Rizespor,0.000,1500000.000,Dal Varesanovic
433181,2026-06-30,25/26,416,749,Torino,FC Empoli,0.000,5000000.000,Tino Anjorin
433257,2026-06-30,25/26,1416,3302,Amiens SC,UD Almería,0.000,700000.000,Arvin Appiah
433584,2026-06-30,25/26,2239,6195,Cremonese,Napoli,0.000,2200000.000,Alessio Zerbin
437852,2026-06-30,25/26,8445,43,Wellington,Heart of Midl.,0.000,400000.000,Sander Kartum
441216,2026-06-30,25/26,1269,202,PEC Zwolle,FC Groningen,0.000,700000.000,Thijs Oosting
441987,2026-06-30,25/26,316,105,Grazer AK 1902,Darmstadt 98,0.000,600000.000,Leon Klassen
444211,2026-06-30,25/26,1028,180,Millwall,Southampton,0.000,5000000.000,Will Smallbone
447661,2026-06-30,25/26,405,506,Aston Villa,Juventus,0.000,20000000.000,Douglas Luiz
448705,2026-06-30,25/26,2036,16,Heidenheim,Dortmund,0.000,7000000.000,Diant Ramaj
449592,2026-06-30,25/26,86,26069,Werder Bremen,Al-Qadsiah,0.000,8000000.000,Cameron Puertas
449597,2026-06-30,25/26,86,399,Werder Bremen,Leeds,0.000,2200000.000,Isaac Schmidt
450211,2026-06-30,25/26,11141,124,Toronto,Rangers,0.000,4500000.000,José Cifuentes
451154,2026-06-30,25/26,380,749,Salernitana,FC Empoli,0.000,200000.000,Federico Brancolini
451642,2026-06-30,25/26,120,114,Kocaelispor,Besiktas,0.000,1500000.000,Can Keleş
452296,2026-06-30,25/26,475,6321,Sint-Truiden,Vancouver,0.000,1000000.000,Joedrick Pupe
452477,2026-06-30,25/26,371,60,Celtic,Freiburg,0.000,4000000.000,Junior Adamu
453864,2026-06-30,25/26,332,2698,Bari,Rubin Kazan,0.000,800000.000,Marvin Cuni
454386,2026-06-30,25/26,10484,130,Kasimpasa,Parma,0.000,2500000.000,Adrian Benedyczak
454567,2026-06-30,25/26,114,294,Besiktas,Benfica,0.000,25000000.000,Orkun Kökçü
456492,2026-06-30,25/26,23,2,E. Braunschweig,1.FC K'lautern,0.000,1000000.000,Faride Alidou
457673,2026-06-30,25/26,130,683,Parma,Olympiacos,0.000,7000000.000,Gabriel Strefezza
458588,2026-06-30,25/26,39722,126,Erzurumspor FK,C. Rizespor,0.000,700000.000,Benhur Keser
459128,2026-06-30,25/26,430,800,Fiorentina,Atalanta,0.000,7500000.000,Marco Brescianini
461843,2026-06-30,25/26,51663,3709,Atlanta,Getafe,0.000,1500000.000,Juan Berrocal
461903,2026-06-30,25/26,7179,8718,Tondela,Sport Recife,0.000,1500000.000,João Silva
462070,2026-06-30,25/26,2497,4941,Real Oviedo,León,0.000,3000000.000,Nicolás Fonseca
462772,2026-06-30,25/26,2832,114,Gaziantep FK,Besiktas,0.000,1800000.000,Tayyip Talha Sanuç
463666,2026-06-30,25/26,110302,455,Avs FS,FC Rapid 1923,0.000,600000.000,Antoine Baroan
465606,2026-06-30,25/26,126,141,C. Rizespor,Galatasaray,0.000,800000.000,Halil Dervişoğlu
465988,2026-06-30,25/26,4102,4172,Carpi,Pisa,0.000,225000.000,Elia Giani
466810,2026-06-30,25/26,162,131,Monaco,Barcelona,0.000,10000000.000,Ansu Fati
468066,2026-06-30,25/26,677,6195,Ipswich,Napoli,0.000,8000000.000,Jens Cajuste
468539,2026-06-30,25/26,180,27,Southampton,Bayern Munich,0.000,2000000.000,Daniel Peretz
469669,2026-06-30,25/26,71665,3709,Al-Okhdood,Getafe,0.000,2500000.000,Yvan Neyou
469685,2026-06-30,25/26,24575,10690,HNK Gorica,Zorya Lugansk,0.000,800000.000,Zan Trontelj
471690,2026-06-30,25/26,124,989,Rangers,Bournemouth,0.000,4000000.000,Max Aarons
471890,2026-06-30,25/26,187,269,1.FC Magdeburg,Holstein Kiel,0.000,1200000.000,Max Geschwill
474800,2026-06-30,25/26,244,826,Marseille,Lens,0.000,20000000.000,Facundo Medina
475413,2026-06-30,25/26,141,27,Galatasaray,Bayern Munich,0.000,15000000.000,Sacha Boey
478317,2026-06-30,25/26,979,336,Moreirense ,Sporting,0.000,4000000.000,Diogo Travassos
479638,2026-06-30,25/26,417,294,Nice,Benfica,0.000,4000000.000,Tiago Gouveia
480883,2026-06-30,25/26,3302,1244,UD Almería,CD Leganés,0.000,2000000.000,Miguel de la Fuente
481675,2026-06-30,25/26,989,398,Bournemouth,Lazio,0.000,10000000.000,Christos Mandas
482102,2026-06-30,25/26,5776,7945,FC Fredericia,Sirius,0.000,600000.000,Andreas Pyndt
485584,2026-06-30,25/26,383,12,PSV,Roma,0.000,12000000.000,Anass Salah-Eddine
485747,2026-06-30,25/26,129,2036,Dynamo Dresden,Heidenheim,0.000,600000.000,Thomas Keller
485965,2026-06-30,25/26,995,82,FC Nantes,Wolfsburg,0.000,3000000.000,Nicolas Cozza
486031,2026-06-30,25/26,13,506,Atlético,Juventus,0.000,24000000.000,Nico González
486604,2026-06-30,25/26,610,31,Ajax,Liverpool,0.000,5000000.000,Vitezslav Jaros
486814,2026-06-30,25/26,1467,5026,Göztepe,Lommel SK,0.000,3500000.000,Filip Krastev
487843,2026-06-30,25/26,252,5,Genoa,AC Milan,0.000,6000000.000,Lorenzo Colombo
487969,2026-06-30,25/26,148,583,Tottenham,PSG,0.000,22000000.000,Randal Kolo Muani
488052,2026-06-30,25/26,332,1047,Bari,Como,0.000,1200000.000,Matthias Braunöder
491296,2026-06-30,25/26,265,826,Panathinaikos,Lens,0.000,8000000.000,Anass Zaroury
491587,2026-06-30,25/26,9875,221,Libertad,Santos,0.000,2000000.000,Alexis Duarte
492955,2026-06-30,25/26,126,2441,C. Rizespor,AEK Athens,0.000,2500000.000,Frantzdy Pierrot
493513,2026-06-30,25/26,86,11,Werder Bremen,Arsenal,0.000,3000000.000,Karl Hein
495625,2026-06-30,25/26,1531,2687,Elche CF,Cádiz CF,0.000,4000000.000,Víctor Chust
495722,2026-06-30,25/26,114,12,Besiktas,Roma,0.000,1500000.000,Devis Vásquez
496745,2026-06-30,25/26,506,1025,Juventus,Bologna,0.000,13000000.000,Emil Holm
496873,2026-06-30,25/26,3892,1435,FC Eindhoven,Go Ahead Eagles,0.000,300000.000,Xander Blomme
498237,2026-06-30,25/26,2497,703,Real Oviedo,Nott'm Forest,0.000,8000000.000,David Carmo
500274,2026-06-30,25/26,38322,1304,Bra,Heracles Almelo,0.000,175000.000,Lorenzo Milani
500689,2026-06-30,25/26,873,405,Crystal Palace,Aston Villa,0.000,28000000.000,Evann Guessand
501049,2026-06-30,25/26,1304,35,Heracles Almelo,St. Pauli,0.000,500000.000,Erik Ahlstrand
501418,2026-06-30,25/26,1531,368,Elche CF,Sevilla FC,0.000,3000000.000,Adrià Pedrosa
501709,2026-06-30,25/26,527,290,Lausanne-Sport,AJ Auxerre,0.000,1800000.000,Theo Bair
501767,2026-06-30,25/26,3690,1083,SKA Khabarovsk,Rostov,0.000,100000.000,Aleksandr Mukhin
503640,2026-06-30,25/26,385,234,Fortuna Sittard,Feyenoord,0.000,1500000.000,Neraysho Kasanwirjo
503866,2026-06-30,25/26,41,273,Hamburg,Stade Rennais,0.000,5000000.000,Albert Grønbaek
503881,2026-06-30,25/26,6574,82,Sassuolo,Wolfsburg,0.000,7000000.000,Aster Vranckx
503991,2026-06-30,25/26,800,5,Atalanta,AC Milan,0.000,18000000.000,Yunus Musah
504852,2026-06-30,25/26,1066,16032,Nagoya Grampus,H. C. Sapporo,0.000,900000.000,Tomoki Takamine
505655,2026-06-30,25/26,3325,2423,Chaves,Santa Clara,0.000,600000.000,Henrique Pereira
507345,2026-06-30,25/26,2036,79,Heidenheim,Stuttgart,0.000,3000000.000,Leonidas Stergiou
507455,2026-06-30,25/26,172,452,R Charleroi SC,Young Boys,0.000,2000000.000,Lewin Blum
507486,2026-06-30,25/26,1025,430,Bologna,Fiorentina,0.000,8000000.000,Simon Sohm
508639,2026-06-30,25/26,1304,317,Heracles Almelo,FC Twente,0.000,1500000.000,Naci Ünüvar
510310,2026-06-30,25/26,197,610,Sparta Prague,Ajax,0.000,4000000.000,Sivert Mannsverk
512385,2026-06-30,25/26,609,989,Cruzeiro,Bournemouth,0.000,12000000.000,Luis Sinisterra
513245,2026-06-30,25/26,82,6195,Wolfsburg,Napoli,0.000,5000000.000,Jesper Lindstrøm
513970,2026-06-30,25/26,371,989,Celtic,Bournemouth,0.000,10000000.000,Julián Araujo
514623,2026-06-30,25/26,18303,322,FC Oleksandriya,Yverdon Sport,0.000,300000.000,Mauro Rodrigues
514895,2026-06-30,25/26,2778,4172,Nordsjaelland,Pisa,0.000,6000000.000,Alexander Lind
515624,2026-06-30,25/26,4,167,1.FC Nuremberg,Augsburg,0.000,1200000.000,Henri Koudossou
518644,2026-06-30,25/26,1049,399,Valencia,Leeds,0.000,8000000.000,Largie Ramazani
519731,2026-06-30,25/26,467,124,NEC Nijmegen,Rangers,0.000,2000000.000,Danilo
519879,2026-06-30,25/26,2423,15172,Santa Clara,Atlético-GO,0.000,400000.000,Guilherme Romão
520060,2026-06-30,25/26,41231,964,FK Sochi,Zenit S-Pb,0.000,2000000.000,Sergey Volkov
520064,2026-06-30,25/26,14589,3729,Orenburg,Arsenal Tula,0.000,300000.000,Tigran Avanesyan
521407,2026-06-30,25/26,1005,6195,Lecce,Napoli,0.000,2300000.000,Walid Cheddira
522681,2026-06-30,25/26,8970,1047,Frosinone,Como,0.000,500000.000,Ben Lhassine Kone
523907,2026-06-30,25/26,36999,53646,Sumgayit,Polissya,0.000,600000.000,Danylo Beskorovaynyi
524572,2026-06-30,25/26,85465,7378,Karpaty Lviv,Portimonense,0.000,700000.000,Paulo Vítor
524791,2026-06-30,25/26,2374,1186,Shinnik,Torpedo Moscow,0.000,400000.000,Artur Galoyan
524925,2026-06-30,25/26,126,969,C. Rizespor,Montpellier,0.000,2000000.000,Modibo Sagnan
525140,2026-06-30,25/26,1420,826,Angers SCO,Lens,0.000,2500000.000,Goduine Koyalipou
525438,2026-06-30,25/26,2497,13,Real Oviedo,Atlético,0.000,2000000.000,Horațiu Moldovan
525692,2026-06-30,25/26,23110,1124,Chelyabinsk,Fakel Voronezh,0.000,450000.000,Georgiy Gongadze
527026,2026-06-30,25/26,820,4294,Genclerbirligi,Farense,0.000,2500000.000,Ricardo Velho
527279,2026-06-30,25/26,4795,403,FC Ingolstadt,Willem II,0.000,400000.000,Emilio Kehrer
528892,2026-06-30,25/26,358,677,Charlton,Ipswich,0.000,4000000.000,Harry Clarke
529425,2026-06-30,25/26,2425,3508,Rio Ave,Zulte Waregem,0.000,400000.000,Ennio van der Gouw
531065,2026-06-30,26/27,290,1025,AJ Auxerre,Bologna,0.000,1800000.000,Oussama El Azzouzi
531712,2026-06-30,25/26,1426,468,VVV-Venlo,Sparta R.,0.000,300000.000,Youri Schoonderwaldt
536482,2026-06-30,25/26,3911,24,Stade Brestois,Frankfurt,0.000,6000000.000,Junior Dina Ebimbe
537598,2026-06-30,25/26,41,11,Hamburg,Arsenal,0.000,18000000.000,Fábio Vieira
537602,2026-06-30,25/26,1025,506,Bologna,Juventus,0.000,8500000.000,João Mário
538874,2026-06-30,25/26,720,417,Porto,Nice,0.000,10000000.000,Terem Moffi
538918,2026-06-30,25/26,1390,46,Cagliari,Inter,0.000,9000000.000,Sebastiano Esposito
538963,2026-06-30,25/26,988,1110,Oxford United,Huddersfield,0.000,700000.000,Ruben Roosken
538998,2026-06-30,25/26,738,289,Le Havre AC,Sunderland,0.000,2000000.000,Timothée Pembélé
539043,2026-06-30,25/26,238,371,Lech Poznan,Celtic,0.000,3500000.000,Luis Palma
539134,2026-06-30,25/26,398,800,Lazio,Atalanta,0.000,8000000.000,Daniel Maldini
540056,2026-06-30,25/26,41,660,Hamburg,Shakhtar D.,0.000,2500000.000,Giorgi Gocholeishvili
541628,2026-06-30,25/26,197,1132,Sparta Prague,Burnley,0.000,4000000.000,Oliver Sonne
542588,2026-06-30,25/26,3037,2919,Padova,Monza,0.000,450000.000,Alessandro Sorrentino
542654,2026-06-30,25/26,678,496,Aarhus GF,Malmö,0.000,650000.000,Sebastian Jørgensen
542697,2026-06-30,25/26,678,3,Aarhus GF,1.FC Köln,0.000,2000000.000,Rasmus Carstensen
543051,2026-06-30,25/26,2431,221,Estrela Amadora,Santos,0.000,1500000.000,Billal Brahimi
543103,2026-06-30,25/26,3268,3325,Casa Pia,Chaves,0.000,150000.000,Rodrigo Moura
543390,2026-06-30,25/26,19301,2502,CD Teruel,Castellón,0.000,100000.000,Mamadou Traoré
543727,2026-06-30,25/26,120,130,Kocaelispor,Parma,0.000,2500000.000,Botond Balogh
543771,2026-06-30,25/26,114,46,Besiktas,Inter,0.000,13000000.000,Kristjan Asllani
544148,2026-06-30,25/26,371,18,Celtic,Mönchengladbach,0.000,2500000.000,Tomas Cvancara
549012,2026-06-30,25/26,41231,16704,FK Sochi,Krasnodar,0.000,700000.000,Gustavo Furtado
550829,2026-06-30,25/26,383,15,PSV,Leverkusen,0.000,7000000.000,Matej Kovar
553229,2026-06-30,25/26,30120,265,Kifisia,Panathinaikos,0.000,200000.000,Miguel Tavares
554251,2026-06-30,25/26,30120,1095,Kifisia,Troyes,0.000,1500000.000,Yasser Larouci
554282,2026-06-30,25/26,798,122,Excelsior,Sturm Graz,0.000,750000.000,Szymon Wlodarczyk
554402,2026-06-30,25/26,47,60949,Iraklis,Volos NPS,0.000,250000.000,Stefanos Katsikas
554565,2026-06-30,25/26,1519,4529,Dundee United,Dunajska Streda,0.000,900000.000,Ivan Dolcek
555074,2026-06-30,25/26,9644,405,Raków,Aston Villa,0.000,1000000.000,Oliwier Zych
555076,2026-06-30,25/26,290,989,AJ Auxerre,Bournemouth,0.000,5000000.000,Romain Faivre
555135,2026-06-30,25/26,1083,964,Rostov,Zenit S-Pb,0.000,800000.000,Daniil Odoevskiy
555194,2026-06-30,25/26,2784,938,APOEL Nicosia,FC Thun,0.000,900000.000,Mathías Tomás
555820,2026-06-30,25/26,2239,410,Cremonese,Udinese,0.000,6000000.000,Martín Payero
555837,2026-06-30,25/26,1124,1083,Fakel Voronezh,Rostov,0.000,250000.000,Maksim Turishchev
556865,2026-06-30,25/26,829,290,Omonia Nicosia,AJ Auxerre,0.000,500000.000,Saad Agouzoul
557147,2026-06-30,25/26,897,714,Dep. La Coruña,Espanyol,0.000,1500000.000,José Gragera
557410,2026-06-30,25/26,366,200,Real Valladolid,Utrecht,0.000,1000000.000,Noah Ohio
557611,2026-06-30,25/26,1283,202,FC Emmen,FC Groningen,0.000,200000.000,Noam Emeran
557612,2026-06-30,25/26,290,667,AJ Auxerre,R. Strasbourg,0.000,4000000.000,Sékou Mara
562948,2026-06-30,25/26,157,39,KAA Gent,Mainz,0.000,3000000.000,Hyun-seok Hong
564968,2026-06-30,25/26,3349,2431,Feirense,Estrela Amadora,0.000,400000.000,Francisco Meixedo
565406,2026-06-30,25/26,2293,449,Konyaspor,Trabzonspor,0.000,4000000.000,Kazeem Olaigbe
565434,2026-06-30,25/26,724,172,FC Volendam,R Charleroi SC,0.000,550000.000,Anthony Descotte
565822,2026-06-30,25/26,405,31,Aston Villa,Liverpool,0.000,22000000.000,Harvey Elliott
567489,2026-06-30,25/26,2990,4294,Coimbra,Farense,0.000,200000.000,Cuba
567492,2026-06-30,25/26,4585,1091,Anag. Karditsas,PAOK,0.000,250000.000,Konstantinos Balomenos
568158,2026-06-30,25/26,2497,681,Real Oviedo,Real Sociedad,0.000,5000000.000,Javi López
568216,2026-06-30,25/26,120,1064,Kocaelispor,Maccabi Haifa,0.000,1500000.000,Show
568377,2026-06-30,25/26,1269,468,PEC Zwolle,Sparta R.,0.000,500000.000,Tijs Velthuis
569031,2026-06-30,25/26,269,533,Holstein Kiel,Hoffenheim,0.000,5000000.000,Umut Tohumcu
569033,2026-06-30,25/26,39,27,Mainz,Bayern Munich,0.000,3000000.000,Armindo Sieb
569457,2026-06-30,25/26,38,167,F. Düsseldorf,Augsburg,0.000,2000000.000,Tim Breithaupt
571149,2026-06-30,25/26,200,234,Utrecht,Feyenoord,0.000,7000000.000,Gjivai Zechiël
571299,2026-06-30,25/26,120,24,Kocaelispor,Frankfurt,0.000,2000000.000,Hrvoje Smolcic
572265,2026-06-30,25/26,703,6195,Nott'm Forest,Napoli,0.000,25000000.000,Lorenzo Lucca
574201,2026-06-30,25/26,23,18,E. Braunschweig,Mönchengladbach,0.000,1000000.000,Grant-Leon Ranos
574761,2026-06-30,25/26,4294,2423,Farense,Santa Clara,0.000,400000.000,Alysson
575610,2026-06-30,25/26,5724,903,Randers FC,Hibernian FC,0.000,2200000.000,Thibault Klidjé
575716,2026-06-30,25/26,979,720,Moreirense ,Porto,0.000,2000000.000,Vasco Sousa
576096,2026-06-30,25/26,1426,467,VVV-Venlo,NEC Nijmegen,0.000,100000.000,Yousri Sbai
576121,2026-06-30,25/26,7154,281,Radomiak,Man City,0.000,3000000.000,Josh Wilson-Esbrand
576566,2026-06-30,25/26,2832,126,Gaziantep FK,C. Rizespor,0.000,800000.000,Zafer Görgen
578419,2026-06-30,25/26,2497,4941,Real Oviedo,León,0.000,4000000.000,Federico Viñas
580560,2026-06-30,25/26,1108,681,Alavés,Real Sociedad,0.000,6000000.000,Jon Pacheco
581000,2026-06-30,25/26,7918,63007,AS Trencin,LNZ Cherkasy,0.000,400000.000,Eynel Soares
581326,2026-06-30,25/26,1108,999,Alavés,NK Istra,0.000,1500000.000,Ville Koski
581672,2026-06-30,25/26,4172,405,Pisa,Aston Villa,0.000,10000000.000,Samuel Iling-Junior
582078,2026-06-30,25/26,1150,989,Leyton Orient,Bournemouth,0.000,350000.000,Will Dennis
583917,2026-06-30,25/26,449,114,Trabzonspor,Besiktas,0.000,11000000.000,Ernest Muci
584254,2026-06-30,25/26,187,2036,1.FC Magdeburg,Heidenheim,0.000,1000000.000,Maximilian Breunig
585711,2026-06-30,25/26,601,403,KV Kortrijk,Willem II,0.000,700000.000,Boris Lambert
585958,2026-06-30,25/26,61,723,Servette FC,Almere City,0.000,600000.000,Junior Kadile
585959,2026-06-30,25/26,24,703,Frankfurt,Nott'm Forest,0.000,25000000.000,Arnaud Kalimuendo
586023,2026-06-30,25/26,1519,349,Dundee United,Barnsley,0.000,400000.000,Max Watters
587505,2026-06-30,25/26,1047,419,Como,Dinamo Zagreb,0.000,750000.000,Nikola Cavlina
588020,2026-06-30,25/26,45269,6890,E. Erokspor,Basaksehir,0.000,400000.000,Ömer Beyaz
588744,2026-06-30,25/26,1283,1435,FC Emmen,Go Ahead Eagles,0.000,250000.000,Luca Everink
589013,2026-06-30,25/26,2300,1075,Jagiellonia,Braga,0.000,1500000.000,Bartlomiej Wdowik
591193,2026-06-30,25/26,416,24,Torino,Frankfurt,0.000,3500000.000,Niels Nkounkou
591844,2026-06-30,25/26,1211,405,Port Vale,Aston Villa,0.000,1400000.000,Joe Gauci
592975,2026-06-30,25/26,6574,1003,Sassuolo,Leicester,0.000,2000000.000,Woyo Coulibaly
594991,2026-06-30,25/26,2832,1082,Gaziantep FK,Lille,0.000,4000000.000,Mohamed Bayo
